sample_name,porosity,nu,g,all_converged,total_iterations,iterations_x,iterations_y,iterations_z,K_star_xx,K_star_xy,K_star_xz,K_star_yx,K_star_yy,K_star_yz,K_star_zx,K_star_zy,K_star_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,K_star_eig1,K_star_eig2,K_star_eig3,K_eig1,K_eig2,K_eig3,symmetry_error,error_type,error_message
eps_0.02_coeffs_0.433_1.067_0.546_54.716_49.329_-1589.088_m_-0.368_rho_0.532_,0.4677143096923828,0.16666666666666666,1e-05,True,180000,80000,55000,45000,0.2530825705515828,0.011163901635789873,0.0037060542009841563,0.011164336386039128,0.8323958338052616,-0.3832306814755183,0.0037061199739535197,-0.38322943980392254,1.016271762765047,0.11837033978070731,0.005221516547057123,0.00173337458229586,0.005221719885969842,0.38932344279904335,-0.1792424736392635,0.0017334053452548223,-0.1792418928916902,0.47532484598151503,0.252626769648826,0.5306712852381696,1.3184521122348958,0.11815715517611726,0.24820255384874002,0.6166589195364084,1.2904830440189548e-06,,
