sample_name,porosity,nu,g,all_converged,total_iterations,iterations_x,iterations_y,iterations_z,K_star_xx,K_star_xy,K_star_xz,K_star_yx,K_star_yy,K_star_yz,K_star_zx,K_star_zy,K_star_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,K_star_eig1,K_star_eig2,K_star_eig3,K_eig1,K_eig2,K_eig3,symmetry_error,error_type,error_message
eps_0.02_coeffs_0.447_0.149_0.441_-26.983_80.465_-140.607_m_-0.591_rho_0.396_,0.6035037040710449,0.16666666666666666,1e-05,True,32500,12500,10000,10000,2.683799827738015,0.008558213992496929,-0.0152018240701505,0.008562872917234544,2.5891029283718168,-0.02677878211487109,-0.015212199806898282,-0.02678589845131609,2.62562239220674,1.6196831370251243,0.005164913844704543,-0.009174357134972194,0.005167725523040682,1.5625332074935807,-0.016161094196836152,-0.009180618930531948,-0.016165388932240128,1.5845728391886453,2.5749429915704143,2.6337021818146327,2.689879974931526,1.5539876331845224,1.5894490221451225,1.6233525283777055,4.160077451225191e-06,,
