sample_name,porosity,nu,g,all_converged,total_iterations,iterations_x,iterations_y,iterations_z,K_star_xx,K_star_xy,K_star_xz,K_star_yx,K_star_yy,K_star_yz,K_star_zx,K_star_zy,K_star_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,K_star_eig1,K_star_eig2,K_star_eig3,K_eig1,K_eig2,K_eig3,symmetry_error,error_type,error_message
eps_0.02_coeffs_0.118_0.8_0.642_7.346_81.502_181.26_m_-0.277_rho_0.694_,0.30554819107055664,0.16666666666666666,1e-05,True,185000,65000,47500,72500,0.16660756827341922,-3.8189504083313264e-13,6.451589051646395e-14,-2.0336579768274055e-13,0.16661010639456264,6.464709356204814e-13,-1.1261115383000128e-13,3.1930326374115536e-12,0.16660853068034617,0.050906641104607506,-1.1668733890538005e-13,1.971271364261164e-14,-6.213805160758218e-14,0.0509074166229316,1.9752802495852837e-13,-3.4408134347125074e-14,9.756253463903487e-13,0.05090693516630311,0.16660756827341922,0.16660853068034617,0.16661010639456253,0.050906641104607506,0.050906935166303104,0.05090741662293159,1.2540600694199808e-11,,
