sample_name,porosity,nu,g,all_converged,total_iterations,iterations_x,iterations_y,iterations_z,K_star_xx,K_star_xy,K_star_xz,K_star_yx,K_star_yy,K_star_yz,K_star_zx,K_star_zy,K_star_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,K_star_eig1,K_star_eig2,K_star_eig3,K_eig1,K_eig2,K_eig3,symmetry_error,error_type,error_message
eps_0.02_coeffs_0.573_0.7_0.263_-8.265_83.817_779.418_m_-0.408_rho_0.624_,0.3757615089416504,0.16666666666666666,1e-05,True,190000,70000,67500,52500,1.4366135150762827,-0.4148528833548635,-0.07706590162786908,-0.41484848501684585,1.2526894647758333,-0.23685378511805763,-0.07689057251139111,-0.2367997233790652,4.8376517079387265,0.5398240621910324,-0.15588574543821798,-0.028958399483636876,-0.15588409271208764,0.47071248351947553,-0.08900053569450275,-0.02889251755026771,-0.08898022137388295,1.817803305509208,0.9059160643795343,1.767085759291067,4.85395286412024,0.3404083873257353,0.6640028113405133,1.8239286525534668,4.948989546673392e-05,,
