sample_name,porosity,nu,g,all_converged,total_iterations,iterations_x,iterations_y,iterations_z,K_star_xx,K_star_xy,K_star_xz,K_star_yx,K_star_yy,K_star_yz,K_star_zx,K_star_zy,K_star_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,K_star_eig1,K_star_eig2,K_star_eig3,K_eig1,K_eig2,K_eig3,symmetry_error,error_type,error_message
eps_0.02_coeffs_0.697_-0.51_0.272_81.749_84.31_-1865.619_m_-0.504_rho_0.465_,0.5348091125488281,0.16666666666666666,1e-05,True,35000,12500,12500,10000,2.5028088449076917,-0.037684403403362175,-0.09199443468619331,-0.03770450222170623,2.6053440010280102,-0.02812829711372334,-0.092006037249143,-0.028068719186316104,2.446300149929814,1.3385249772244403,-0.020153962341084162,-0.049199461973954174,-0.020164711372286027,1.3933617130742033,-0.015043269616900144,-0.04920566713034859,-0.01501140679841598,1.3083036122120288,2.3696877489225177,2.5670081501793685,2.6177570967636297,1.2673306020190813,1.3728593507030369,1.4000003497885534,2.071296270904817e-05,,
